Instrument,Segment Name,Segment Code,year,Unnamed: 4,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-3).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-3).segmentCode,number of segments
MDLZ.OQ,Europe,"311351, 311821, 311513, 311340",-3,,,,4.0
MDLZ.OQ,Latin America,"311351, 311821, 311513, 311340",-3,,,,4.0
MDLZ.OQ,AMEA,"311351, 311821, 311513, 311340",-3,,,,4.0
CP.TO,Rail Transportation,,-3,,,,1.0
TRP.TO,Power and Energy Solutions,"221210, 221112",-3,,,,6.0
TRP.TO,Corporate,,-3,,,,6.0
TRP.TO,Liquid Pipelines,"486210, 486110, 213112",-3,,,,6.0
TRP.TO,Candaian Natural gas pipelines,"486210, 486110",-3,,,,6.0
TRP.TO,Mexico Natural Gas pipelines,486110,-3,,,,6.0
TRP.TO,U.S Natural gas pipelines,"486210, 486110",-3,,,,6.0
IMO.TO,Chemicals,325110,-3,,,,5.0
IMO.TO,Downstream,"486110, 324110",-3,,,,5.0
IMO.TO,Upstream,211120,-3,,,,5.0
IMO.TO,Corporated and Other,,-3,,,,5.0
IMO.TO,Intersegment Elimination,,-3,,,,5.0
ENB.TO,Liquids Pipelines,"486910, 486110",-3,,,,6.0
ENB.TO,Gas Distribution,"486210, 221210",-3,,,,6.0
ENB.TO,Gas Tranmission & midstream,"486910, 486210",-3,,,,6.0
ENB.TO,Energy Services,"541614, 486210, 221210",-3,,,,6.0
ENB.TO,Renewable power Generation and Transmission,"221118, 221115, 221121",-3,,,,6.0
ENB.TO,Elimination and Others,,-3,,,,6.0
HKLD.SI,Investment Property,"531312, 531120",-3,,,,3.0
HKLD.SI,Development Property,"531311, 531110, 236220, 236117",-3,,,,3.0
HKLD.SI,Corporate,,-3,,,,3.0
CNR.TO,Network resources,,-3,,,,1.0
SU.TO,Oil Sands,211120,-3,,,,4.0
SU.TO,Corporate and Eliminations,,-3,,,,4.0
SU.TO,Refining & Marketing,324110,-3,,,,4.0
SU.TO,Exploration & production,"211130, 211120",-3,,,,4.0
HON.OQ,Aerospace Systems,"513210, 336413, 336412",-3,,,,4.0
HON.OQ,Performance Materials and Technologies,"325998, 325311, 325199",-3,,,,4.0
HON.OQ,Safety and Productivity Solutions,"334513, 334511",-3,,,,4.0
HON.OQ,Honeywell Building Technologies,517111,-3,,,,4.0
ADM.N,Other,,-3,,,,5.0
ADM.N,Eliminations,,-3,,,,5.0
ADM.N,Carbohydrate Solutions,"325199, 311221, 311211",-3,,,,5.0
ADM.N,Nutrition,"311224, 325613, 325199, 311942",-3,,,,5.0
ADM.N,Ag Services and Oilseeds,"311224, 311225",-3,,,,5.0
CSX.OQ,,,-3,,,,0.0
CPB.N,Corporate,,-3,,,,3.0
CPB.N,Snacks,"311352, 311919, 311821, 311412",-3,,,,3.0
CPB.N,Meals and Beverages,"311824, 311422, 311421",-3,,,,3.0
FLR.N,Urban solutions,"236220, 213114",-3,,,,3.0
FLR.N,Mission solutions,"921190, 562910, 541990",-3,,,,3.0
FLR.N,Energy solutions,"541330, 486210, 213112",-3,,,,3.0
ROK.N,Lifecycle Services,"513210, 334519",-3,,,,3.0
ROK.N,Software & Control,513210,-3,,,,3.0
ROK.N,Intelligent Devices,334290,-3,,,,3.0
UNP.N,,,-3,,,,0.0
ATD.TO,Road Transport Fuel,457110,-3,,,,3.0
ATD.TO,Merchandise and Services,445131,-3,,,,3.0
ATD.TO,Other,424720,-3,,,,3.0
APD.N,Corporate and Other,,-3,,,,5.0
APD.N,Middle East and India,"333413, 325120",-3,,,,5.0
APD.N,Europe,"333413, 325120",-3,,,,5.0
APD.N,Americas,"333413, 325120",-3,,,,5.0
APD.N,Asia,"333413, 325120",-3,,,,5.0
AB.N,,,-3,,,,0.0
ABM.N,Business & Industry,"812930, 811111, 561720, 541330",-3,,,,6.0
ABM.N,Eliminations,,-3,,,,6.0
ABM.N,Technical Solutions,541330,-3,,,,6.0
ABM.N,Aviation,"812930, 561720, 488119",-3,,,,6.0
ABM.N,Education,"812930, 561720, 541330",-3,,,,6.0
ABM.N,Technology & Manufacturing,,-3,,,,6.0
ARE.TO,Other and eliminations,,-3,,,,3.0
ARE.TO,Concessions,"561990, 561210",-3,,,,3.0
ARE.TO,Construction,"237990, 237130, 237120, 236220",-3,,,,3.0
ARCH.N,"Corporate, Other and Eliminations",,-3,,,,3.0
ARCH.N,Thermal,212115,-3,,,,3.0
ARCH.N,Metallurgical,212114,-3,,,,3.0
MERC.OQ,Pulp,"221118, 561499, 325199, 322110",-3,,,,3.0
MERC.OQ,Wood Products,"221118, 321999, 321114, 321113",-3,,,,3.0
MERC.OQ,Corporate and other,,-3,,,,3.0
ATO.N,Eliminations,,-3,,,,3.0
ATO.N,Pipeline and Storage,486210,-3,,,,3.0
ATO.N, Distribution,221210,-3,,,,3.0
BLX.TO,Wind Power Stations,221115,-3,,,,4.0
BLX.TO,Thermal Power Stations,"221118, 221122, 221112",-3,,,,4.0
BLX.TO,Hydroelectric Power Stations,"221118, 221122, 221121, 221111",-3,,,,4.0
BLX.TO,Solar Power Station,221114,-3,,,,4.0
MTZ.N,Oil & Gas,"237120, 221210",-3,,,,6.0
MTZ.N,Electrical Tramission,"237130, 221122",-3,,,,6.0
MTZ.N,Other,,-3,,,,6.0
MTZ.N,Eliminations,,-3,,,,6.0
MTZ.N,Communications,"541330, 237130",-3,,,,6.0
MTZ.N,Clean Energy and Infrastructure,237130,-3,,,,6.0
TFII.TO,Less than Truck Load,484122,-3,,,,6.0
TFII.TO,Package & courier,492110,-3,,,,6.0
TFII.TO,Truck Load,484121,-3,,,,6.0
TFII.TO,Eliminations,,-3,,,,6.0
TFII.TO,Corporate,,-3,,,,6.0
TFII.TO,Logistics,"541614, 492110, 488510",-3,,,,6.0
CWT.N,water and related utility services,,-3,,,,1.0
CASY.OQ,Grocery & Other Merchandise,"445131, 445110",-3,,,,4.0
CASY.OQ,Other,,-3,,,,4.0
CASY.OQ,Prepared Food & Fountain,"445320, 445298",-3,,,,4.0
CASY.OQ,Fuel,457110,-3,,,,4.0
CPSH.OQ,POTTERY & RELATED PRODUCTS,,-3,,,,1.0
CPK.N,Unregulated Energy,"486210, 221330, 221112",-3,,,,2.0
CPK.N,Regulated Energy,"486210, 221210, 221122",-3,,,,2.0
CTAS.OQ,Corporate,,-3,,,,4.0
CTAS.OQ,Uniform Rental and Facility Services,"812332, 812331, 561720",-3,,,,4.0
CTAS.OQ,First Aid and Safety Services,339113,-3,,,,4.0
CTAS.OQ,All other,,-3,,,,4.0
CLH.N,Corporate Items,,-3,,,,3.0
CLH.N,Safety-Kleen,"562910, 562112",-3,,,,3.0
CLH.N,Environmental Services,"562211, 562111",-3,,,,3.0
CLF.N,Steelmaking,331110,-3,,,,1.0
CMC.N,Corporate and Other,,-3,,,,4.0
CMC.N,Europe,"331110, 332312",-3,,,,4.0
CMC.N,Corporate,,-3,,,,4.0
CMC.N,North America,"331110, 332312",-3,,,,4.0
CAG.N,Foodservice,"311999, 311991, 311941",-3,,,,4.0
CAG.N,Refrigerated & Frozen,"311991, 311813, 311412",-3,,,,4.0
CAG.N,International,"311999, 311991, 311941, 311919",-3,,,,4.0
CAG.N,Grocery & Snacks,"311942, 311919",-3,,,,4.0
ED.N,CECONY Gas,"211120, 237120, 221210, 213112",-3,,,,9.0
ED.N,O&R Gas,"211120, 237120, 221210, 213112",-3,,,,9.0
ED.N,Clean Energy Businesses,"221118, 221210, 221121, 221112",-3,,,,9.0
ED.N,CECONY Steam,"524126, 221330, 221210",-3,,,,9.0
ED.N,Other,,-3,,,,9.0
ED.N,CECONY Electric,"221118, 221122, 221121, 221112",-3,,,,9.0
ED.N,Con Edison Transmission,"221118, 221210, 221121",-3,,,,9.0
ED.N,Consolidation adjustments,,-3,,,,9.0
ED.N,O&R Electric,"221118, 221121, 221112",-3,,,,9.0
CXT.N,Payment & Merchandising Technologies,"333310, 335999, 334419",-3,,,,3.0
CXT.N,Aerospace & Electronics,"336413, 334511, 334419, 332912",-3,,,,3.0
CXT.N,Process Flow Technologies,"561499, 335999, 332912, 326122",-3,,,,3.0
VVI.N,Pursuit,"721110, 561599, 561510",-3,,,,4.0
VVI.N,GES-Intersegment eliminations,,-3,,,,4.0
VVI.N,GES-EMEA,"711320, 711310",-3,,,,4.0
VVI.N,GES-North America,"711320, 711310",-3,,,,4.0
D.N,Corporate & Other,,-3,,,,6.0
D.N,Eliminations,,-3,,,,6.0
D.N,Dominion Energy Virginia,"221118, 221122, 221121, 221112",-3,,,,6.0
D.N,contracted generation,"221118, 335999, 221121",-3,,,,6.0
D.N,Gas distribution,"237120, 221210, 221122, 213112",-3,,,,6.0
D.N,Dominion energy south carolina,"221210, 221122, 221121, 221112",-3,,,,6.0
DCI.N,Industrial Products,"333413, 333998",-3,,,,3.0
DCI.N,Engine Products,"336390, 333413",-3,,,,3.0
DCI.N,Corporate & Unallocated,,-3,,,,3.0
DY.N,contracting services,,-3,,,,1.0
EMR.N,Automation Solutions,"334513, 333612",-3,,,,4.0
EMR.N,Climate Technologies,"334512, 333912, 332911, 238220",-3,,,,4.0
EMR.N,Sales Eliminations/Interest,,-3,,,,4.0
EMR.N,Tools & Home Products,"335313, 335312",-3,,,,4.0
EMPa.TO,Food retailing,445110,-3,,,,1.0
FMC.N,,,-3,,,,0.0
RUS.TO,Steel Distributors,423510,-3,,,,4.0
RUS.TO,Metals Service Centers,423510,-3,,,,4.0
RUS.TO,Energy Products,423720,-3,,,,4.0
RUS.TO,Other,,-3,,,,4.0
ARG.TO,,,-3,,,,0.0
FI.N,Payments,"522320, 522110, 518210",-3,,,,4.0
FI.N,All other and corporate,,-3,,,,4.0
FI.N,Acceptance,"541511, 522320, 518210",-3,,,,4.0
FI.N,Fintech,"513210, 541511, 522320",-3,,,,4.0
FLO.N,Branded food company,,-3,,,,1.0
FCX.N,Eliminations and Other,,-3,,,,7.0
FCX.N,Atlantic Copper Smelting & Refining,"331410, 212230",-3,,,,7.0
FCX.N,Rod & Refining,"331410, 212230",-3,,,,7.0
FCX.N,South America Copper Mines,"212230, 212290",-3,,,,7.0
FCX.N,Indonesia Mining,"212230, 212220, 213114",-3,,,,7.0
FCX.N,Molybdenum Mines,212290,-3,,,,7.0
FCX.N,North America Copper Mines,"212230, 212220",-3,,,,7.0
GIS.N,International,"311824, 311919, 311411, 311230",-3,,,,4.0
GIS.N,North America Retail,"311824, 311991, 311520, 311230",-3,,,,4.0
GIS.N,Pet,311111,-3,,,,4.0
GIS.N,North America Foodservice,311919,-3,,,,4.0
NVRI.N,Harsco Environmental,"541614, 332312, 327910",-3,,,,2.0
NVRI.N,Harsco Clean Earth,"562219, 562211",-3,,,,2.0
HCSG.OQ,Dietary,"722511, 722310",-3,,,,2.0
HCSG.OQ,Housekeeping,"812320, 561720",-3,,,,2.0
HTLD.OQ,,,-3,,,,0.0
HSY.N,International and Other,311351,-3,,,,2.0
HSY.N,North America,"311351, 311919, 311340",-3,,,,2.0
DINO.N,"Corporate, Other and Eliminations",,-3,,,,4.0
DINO.N,HEP,"486110, 424710, 324121, 324110",-3,,,,4.0
DINO.N,Refining,"486110, 424720, 324121, 324110",-3,,,,4.0
DINO.N,Lubricants and Specialty Products,"486110, 424720, 424710, 324110",-3,,,,4.0
HRL.N,Refrigerated Foods,"311615, 311612, 112111",-3,,,,4.0
HRL.N,Jennie-O Turkey Store,"456191, 311999, 311615, 311612",-3,,,,4.0
HRL.N,Grocery Products,"722310, 424490, 311615, 311611",-3,,,,4.0
HRL.N,All Other,,-3,,,,4.0
HUBB.N,Electrical Segment,"423610, 335931, 332919, 238210",-3,,,,2.0
HUBB.N,Utility Segment,"457210, 492110, 335929",-3,,,,2.0
JBHT.OQ,Intersegment Eliminations,,-3,,,,5.0
JBHT.OQ,Integrated Capacity Solutions (ICS),"541614, 484122, 484121",-3,,,,5.0
JBHT.OQ,Dedicated Contract Services® (DCS),"541420, 484122, 484121, 237310",-3,,,,5.0
JBHT.OQ,Intermodal (JBI),"484121, 484110, 482112, 482111",-3,,,,5.0
JBHT.OQ,Truckload (JBT),"532120, 484121, 484110, 482112",-3,,,,5.0
GCARSOA1.MX,Retail,455110,-3,,,,5.0
GCARSOA1.MX,Other and Eliminations,,-3,,,,5.0
GCARSOA1.MX,Construction,455110,-3,,,,5.0
GCARSOA1.MX,Industrial,"333998, 335931, 335929, 237130",-3,,,,5.0
GCARSOA1.MX,Carso Energy,"211120, 486110",-3,,,,5.0
ITW.N,Food Equipment,"333241, 449210, 333310, 334515",-3,,,,8.0
ITW.N,Polymers & Fluids,"336611, 325998, 325520, 325510",-3,,,,8.0
ITW.N,Intersegment Revenues,,-3,,,,8.0
ITW.N,Construction Products,"444180, 333998, 339993, 333120",-3,,,,8.0
ITW.N,Specialty Products,"513130, 445298, 333993, 323111",-3,,,,8.0
ITW.N,Automotive OEM,"336390, 336110, 332999, 326199",-3,,,,8.0
ITW.N,Test & Measurement and Electronics,"513210, 334515, 334418, 325520",-3,,,,8.0
ITW.N,Welding,"221118, 336611, 333992, 332999",-3,,,,8.0
IFF.N,Scent,"325180, 456191, 561499, 325998",-3,,,,4.0
IFF.N,Nourish,"325998, 311942",-3,,,,4.0
IFF.N,Pharma Solutions,325199,-3,,,,4.0
IFF.N,Health & Biosciences,"561499, 325199, 311942",-3,,,,4.0
WKC.N,Land,"531390, 424720, 237210",-3,,,,3.0
WKC.N,Aviation,"459999, 513210, 481111, 424720",-3,,,,3.0
WKC.N,Marine,"541614, 488390, 424720",-3,,,,3.0
EME.N,United States mechanical construction and facilities services,"811310, 238220, 238210, 221121",-3,,,,6.0
EME.N,United Kingdom construction and facilities services,"811310, 238220, 238210, 236210",-3,,,,6.0
EME.N,United States electrical construction and facilities services,"811310, 238220, 238210, 221121",-3,,,,6.0
EME.N,Intersegment Revenue,,-3,,,,6.0
EME.N,United States building services,"811310, 238220, 238210",-3,,,,6.0
EME.N,United States industrial services,"811310, 541330, 238220, 221121",-3,,,,6.0
J.N,People & Places Solutions,"561990, 541330",-3,,,,2.0
J.N,Critical Mission Solutions,"541511, 541330, 518210",-3,,,,2.0
K.N,North America,"311919, 311821, 311412, 311230",-3,,,,4.0
K.N,Latin America,"311919, 311230",-3,,,,4.0
K.N,Europe,"311919, 311230",-3,,,,4.0
K.N,AMEA,"311824, 311919, 311230",-3,,,,4.0
KR.N,supermarkets and multi-department stores,,-3,,,,1.0
SR.N,Eliminations,,-3,,,,4.0
SR.N,Other,,-3,,,,4.0
SR.N,Gas Marketing,221210,-3,,,,4.0
SR.N,Gas Utility,221210,-3,,,,4.0
MDU.N,Electric,221122,-3,,,,6.0
MDU.N,Construction Materials and Contracting,211120,-3,,,,6.0
MDU.N,Construction Services,"331420, 211120, 237130, 221210",-3,,,,6.0
MDU.N,Other,,-3,,,,6.0
MDU.N,Natural Gas Distribution,221210,-3,,,,6.0
MDU.N,Pipeline and Midstream,"486210, 221210",-3,,,,6.0
MRTN.OQ,Truckload,484121,-3,,,,4.0
MRTN.OQ,Intermodal,"484230, 484122",-3,,,,4.0
MRTN.OQ,Brokerage,484122,-3,,,,4.0
MRTN.OQ,Dedicated,484122,-3,,,,4.0
MKC.N,Corporate & other,,-3,,,,3.0
MKC.N,Consumer,"311942, 311941",-3,,,,3.0
MKC.N,Flavor Solutions,311942,-3,,,,3.0
MGRC.OQ,Enviroplex,532210,-3,,,,4.0
MGRC.OQ,TRS-RenTelco,532210,-3,,,,4.0
MGRC.OQ,Adler Tanks,532210,-3,,,,4.0
MGRC.OQ,Mobile Modular,532210,-3,,,,4.0
MRU.TO,Food operations and Pharmaceutical operations,,-3,,,,1.0
NI.N,Electric Operations,"221122, 221121, 221112",-3,,,,4.0
NI.N,Gas Distribution Operations,221210,-3,,,,4.0
NI.N,Adjustments / Eliminations,,-3,,,,4.0
NI.N,Corporate and Other,,-3,,,,4.0
NFG.N,Exploration and Production,"211130, 211120",-3,,,,6.0
NFG.N,Pipeline and Storage,486210,-3,,,,6.0
NFG.N,Utility,"221210, 213112",-3,,,,6.0
NFG.N,Corporate and Intersegment Eliminations,,-3,,,,6.0
NFG.N,All Other,,-3,,,,6.0
NFG.N,Gathering,"211120, 486210, 213112",-3,,,,6.0
NEN.A,,,-3,,,,0.0
NJR.N,Home Services and Other,"811412, 238220, 237210",-3,,,,5.0
NJR.N,Energy Services,"541611, 221210",-3,,,,5.0
NJR.N,Clean Energy Ventures,237130,-3,,,,5.0
NJR.N,Natural Gas Distribution,221210,-3,,,,5.0
NJR.N,Storage and Transportation segment,"486210, 221210",-3,,,,5.0
AGR.N,Other,,-3,,,,3.0
AGR.N,Networks,"221210, 221122",-3,,,,3.0
AGR.N,Renewables,"221118, 221112",-3,,,,3.0
NSC.N,,,-3,,,,0.0
ES.N,Natural Gas Distribution,221210,-3,,,,6.0
ES.N,Electric Distribution,221122,-3,,,,6.0
ES.N,Other,,-3,,,,6.0
ES.N,Eliminations,,-3,,,,6.0
ES.N,Electric Transmission,221121,-3,,,,6.0
ES.N,Water Distribution,221310,-3,,,,6.0
NTRS.OQ,Corporate and Institutional Services,"523940, 523150, 523991, 522110",-3,,,,4.0
NTRS.OQ,Wealth Management,"523940, 523150, 523991, 522110",-3,,,,4.0
NTRS.OQ,Treasury and Other,,-3,,,,4.0
NTRS.OQ,Unallocated,,-3,,,,4.0
NWN.N,Other(NW Holdings),,-3,,,,2.0
NWN.N,NW Natural,221210,-3,,,,2.0
NWE.OQ,Gas Utility,"211120, 486210, 221210",-3,,,,4.0
NWE.OQ,Eliminations,,-3,,,,4.0
NWE.OQ,All Other,,-3,,,,4.0
NWE.OQ,Electric Utility,"221118, 221122, 221121, 221112",-3,,,,4.0
NUE.N,Raw Materials,"331110, 331492",-3,,,,3.0
NUE.N,Steel Mills,331110,-3,,,,3.0
NUE.N,Steel Products,"332322, 332312, 331222, 331210",-3,,,,3.0
MX.TO,,,-3,,,,0.0
OLN.N,Chlor Alkali Products and Vinyls,"325180, 325199, 325120",-3,,,,3.0
OLN.N,Winchester,"332993, 332992",-3,,,,3.0
OLN.N,Epoxy,"325211, 325199",-3,,,,3.0
PPG.N,Performance Coatings,"561910, 325998, 325510",-3,,,,2.0
PPG.N,Industrial Coatings,"325520, 325510",-3,,,,2.0
PCG.N,sale and delivery of electricity and natural gas,,-3,,,,1.0
PAAS.TO,La Colorada Silver segment:,212220,-3,,,,13.0
PAAS.TO,Navidad other segment,212220,-3,,,,13.0
PAAS.TO,Dolores- Gold Segments,212220,-3,,,,13.0
PAAS.TO,Escobal Silver segment,212220,-3,,,,13.0
PAAS.TO,Pas Corp other segment,212220,-3,,,,13.0
PAAS.TO,Other,,-3,,,,13.0
PAAS.TO,Morococha Silver segment:,212220,-3,,,,13.0
PAAS.TO,Gold Segment Shahuindo,212220,-3,,,,13.0
PAAS.TO,Gold segment-La Arena,212220,-3,,,,13.0
PAAS.TO,Huaron Silver segment:,212220,-3,,,,13.0
PAAS.TO,San Vicente Silver segment:,212220,-3,,,,13.0
PAAS.TO,Gold Segment-Timmins,212220,-3,,,,13.0
PAAS.TO,Manantial Espejo Silver segment,212220,-3,,,,13.0
PKI.TO,,,-3,,,,0.0
WTRG.N,Other,,-3,,,,2.0
WTRG.N,Regulated Water,221310,-3,,,,2.0
PPC.OQ,Mexico,"424440, 311615",-3,,,,3.0
PPC.OQ,U.S,"424440, 311615",-3,,,,3.0
PPC.OQ,U.K. and Europe,"424440, 311615",-3,,,,3.0
TROW.OQ,investment Advisory Business,,-3,,,,1.0
PNM.N,Corporate & Other,,-3,,,,3.0
PNM.N,PNM Electric,"221118, 221114, 221113, 221112",-3,,,,3.0
PNM.N,TNMP Electric,"486210, 221210, 221122, 221121",-3,,,,3.0
KWR.N,Operating Segment- EMEA,"332811, 324191",-3,,,,4.0
KWR.N,Operating Segment- Asia Pacific,"332811, 324191",-3,,,,4.0
KWR.N,Operating Segment- North America,"332811, 325998",-3,,,,4.0
KWR.N,Global Specialty Businesses,"332812, 325998, 324110",-3,,,,4.0
RPM.N,Consumer Segment,"325998, 325991, 325520, 325510",-3,,,,4.0
RPM.N,Specialty Segment,"325998, 325991, 325510, 324122",-3,,,,4.0
RPM.N,PCG Segment,"325520, 325510, 324122",-3,,,,4.0
RPM.N,CPG Segment,"325180, 326199",-3,,,,4.0
RRX.N,Eliminations,,-3,,,,5.0
RRX.N,Power Transmission Solutions,335312,-3,,,,5.0
RRX.N,Climate Solutions,335312,-3,,,,5.0
RRX.N,Industrial Systems,335312,-3,,,,5.0
RRX.N,Commercial Systems,335312,-3,,,,5.0
ROL.N,pest and termite control,,-3,,,,1.0
R.N,Eliminations,,-3,,,,4.0
R.N,Fleet Management Solutions,"532120, 484121",-3,,,,4.0
R.N,Supply Chain Solutions,"493110, 488999, 484121",-3,,,,4.0
R.N,Dedicated Transportation Solutions,"811198, 541614, 532120, 488999",-3,,,,4.0
EIX.N,,,-3,,,,0.0
SEIC.OQ,Institutional Investors,"523940, 518210",-3,,,,5.0
SEIC.OQ,Investment Advisors,"523940, 518210",-3,,,,5.0
SEIC.OQ,Investment Managers,"523940, 525910, 518210",-3,,,,5.0
SEIC.OQ,Private Banks,"523940, 518210",-3,,,,5.0
SEIC.OQ,Investments in New Business,"523940, 518210",-3,,,,5.0
SJW.N,Real Estate Services,"531312, 531120",-3,,,,3.0
SJW.N,Water Utility Services,221310,-3,,,,3.0
SJW.N,All Other,,-3,,,,3.0
ATRL.TO,Capital,523940,-3,,,,6.0
ATRL.TO,Infrastrcture Services,541990,-3,,,,6.0
ATRL.TO,Nuclear,"541330, 221113",-3,,,,6.0
ATRL.TO,EDPM,"541330, 236220",-3,,,,6.0
ATRL.TO,Resources,541330,-3,,,,6.0
ATRL.TO,Infrastructure EPC projects,"541990, 237310",-3,,,,6.0
FSZ.TO,,,-3,,,,0.0
SVT.A,Consumer Products,332215,-3,,,,2.0
SVT.A,Advanced Technology Products,335312,-3,,,,2.0
SHW.N,Consumer Brands group,"424950, 325510",-3,,,,4.0
SHW.N,Administrative,,-3,,,,4.0
SHW.N,Performance coatings group,325510,-3,,,,4.0
SHW.N,The Americas group,424950,-3,,,,4.0
CPLE6.SA,DIS - Distribution,221111,-3,,,,7.0
CPLE6.SA,HOL - Holding,,-3,,,,7.0
CPLE6.SA,Eliminations,,-3,,,,7.0
CPLE6.SA,TEL - Telecommunications,"517810, 517111",-3,,,,7.0
CPLE6.SA,GAS,,-3,,,,7.0
CPLE6.SA,GET - Generation & Transmission,,-3,,,,7.0
CPLE6.SA,Commercialization,221122,-3,,,,7.0
AOS.N,North America,"333310, 332410",-3,,,,4.0
AOS.N,Inter-segment,,-3,,,,4.0
AOS.N,China,"333310, 333415, 332410",-3,,,,4.0
AOS.N,All other Rest of World,"334512, 332410",-3,,,,4.0
SJM.N,International and Away From Home,"722310, 424480, 311920",-3,,,,4.0
SJM.N,U.S. Retail Consumer Foods,"424420, 311911, 311421",-3,,,,4.0
SJM.N,U.S. Retail Coffee,311920,-3,,,,4.0
SJM.N,U.S. Retail Pet Foods,311111,-3,,,,4.0
SWX.N,Natural Gas Operations,221210,-3,,,,3.0
SWX.N,other,,-3,,,,3.0
SWX.N,Utility InfrastructureServices,"237130, 237120",-3,,,,3.0
SYY.N,SYGMA,"424490, 424480, 424420, 311612",-3,,,,4.0
SYY.N,Other,424990,-3,,,,4.0
SYY.N,U.S. Foodservice Operations,"424480, 424420, 424410, 311612",-3,,,,4.0
SYY.N,International Foodservice Operations,"424480, 424420, 424410, 311612",-3,,,,4.0
TRNS.OQ,Distribution,"519290, 541810, 334514",-3,,,,2.0
TRNS.OQ,Service,"562910, 541990, 541380",-3,,,,2.0
TSN.N,Intersegment,,-3,,,,6.0
TSN.N,Prepared Foods,"311830, 311612, 311412",-3,,,,6.0
TSN.N,Pork,"311612, 311611",-3,,,,6.0
TSN.N,Other,,-3,,,,6.0
TSN.N,Chicken,"311615, 112320",-3,,,,6.0
TSN.N,Beef,"311611, 112111",-3,,,,6.0
X.N,USSE,331210,-3,,,,5.0
X.N,Tubular,331210,-3,,,,5.0
X.N,Reconciling Items and Eliminations,,-3,,,,5.0
X.N,Other,,-3,,,,5.0
X.N,Flat-rolled,"331110, 331221",-3,,,,5.0
WM.N,Other (a),"562211, 562112",-3,,,,4.0
WM.N,Other,,-3,,,,4.0
WM.N,Corporate and Other,,-3,,,,4.0
WM.N,Solid Waste,"562212, 562111",-3,,,,4.0
UNF.N,Specialty Garments,"315210, 315250, 812332",-3,,,,6.0
UNF.N,First-Aid,"424210, 423450",-3,,,,6.0
